"id.date","price","price.All.X..rcv.glmnet","price.All.X..rcv.glmnet.err","price.All.X..rcv.glmnet.err.abs","price.All.X..rcv.glmnet.is.acc"
"3211100860#20150303T000000",274250,550991.927715133,276741.927715133,276741.927715133,FALSE
"3456000310#20140804T000000",840000,550993.260509605,-289006.739490395,289006.739490395,FALSE
"9526600140#20140919T000000",677900,550994.593304077,-126905.406695923,126905.406695923,FALSE
"257000138#20150115T000000",280000,550995.926098548,270995.926098548,270995.926098548,FALSE
"7138000260#20140605T000000",279950,550997.25889302,271047.25889302,271047.25889302,FALSE
"8682281200#20150309T000000",479950,550998.591687492,71048.5916874923,71048.5916874923,FALSE
"7972000200#20140529T000000",264950,550999.924481964,286049.924481964,286049.924481964,FALSE
"1762600320#20140610T000000",1025000,551001.257276436,-473998.742723564,473998.742723564,FALSE
"2025069065#20140929T000000",2400000,551002.590070908,-1848997.40992909,1848997.40992909,FALSE
"3832710960#20140923T000000",260000,551003.92286538,291003.92286538,291003.92286538,FALSE
"3325069129#20141216T000000",525000,551005.255659852,26005.2556598519,26005.2556598519,FALSE
"2123039032#20141027T000000",369900,551006.588454324,181106.588454324,181106.588454324,FALSE
"1745100140#20141017T000000",210000,551007.921248796,341007.921248796,341007.921248796,FALSE
"1722059235#20140703T000000",304900,551009.254043268,246109.254043268,246109.254043268,FALSE
"6874200960#20150227T000000",170000,551010.58683774,381010.58683774,381010.58683774,FALSE
"7424700045#20150513T000000",2050000,551011.919632212,-1498988.08036779,1498988.08036779,FALSE
"7202360350#20140630T000000",780000,551013.252426684,-228986.747573316,228986.747573316,FALSE
"5634500392#20150410T000000",330000,551014.585221155,221014.585221155,221014.585221155,FALSE
"1115450240#20141022T000000",360000,551015.918015627,191015.918015627,191015.918015627,FALSE
"9297300045#20140709T000000",550000,551017.250810099,1017.2508100993,1017.2508100993,FALSE
"5104530560#20150401T000000",208633,551018.583604571,342385.583604571,342385.583604571,FALSE
"4330600350#20150115T000000",315000,551019.916399043,236019.916399043,236019.916399043,FALSE
"4139480200#20140618T000000",1384000,551021.249193515,-832978.750806485,832978.750806485,FALSE
"4139480200#20141209T000000",1400000,551022.581987987,-848977.418012013,848977.418012013,FALSE
"9521101455#20140723T000000",548000,551023.914782459,3023.91478245892,3023.91478245892,FALSE
"2597650240#20141023T000000",520000,551025.247576931,31025.2475769309,31025.2475769309,FALSE
"3353400435#20140721T000000",230000,551026.580371403,321026.580371403,321026.580371403,FALSE
"7520000520#20140905T000000",232000,551027.913165875,319027.913165875,319027.913165875,FALSE
"1959700550#20140905T000000",740000,551029.245960347,-188970.754039653,188970.754039653,FALSE
"9550201550#20150408T000000",640000,551030.578754819,-88969.4212451814,88969.4212451814,FALSE
"191100045#20140703T000000",940000,551031.911549291,-388968.088450709,388968.088450709,FALSE
"200350070#20140602T000000",559900,551033.244343763,-8866.75565623748,8866.75565623748,FALSE
"405100295#20140826T000000",265000,551034.577138234,286034.577138234,286034.577138234,FALSE
"6414100671#20140909T000000",425000,551035.909932706,126035.909932706,126035.909932706,FALSE
"7852110140#20140718T000000",552250,551037.242727178,-1212.75727282173,1212.75727282173,FALSE
"808000070#20141021T000000",206600,551038.57552165,344438.57552165,344438.57552165,FALSE
"7325600160#20140604T000000",299000,551039.908316122,252039.908316122,252039.908316122,FALSE
"2757000030#20140922T000000",855000,551041.241110594,-303958.758889406,303958.758889406,FALSE
"3363900111#20141203T000000",437500,551042.573905066,113542.573905066,113542.573905066,FALSE
"2201500030#20141006T000000",420000,551043.906699538,131043.906699538,131043.906699538,FALSE
"7855801090#20140917T000000",795000,551045.23949401,-243954.76050599,243954.76050599,FALSE
"1118500030#20141001T000000",810000,551046.572288482,-258953.427711518,258953.427711518,FALSE
"3291800710#20141120T000000",338000,551047.905082954,213047.905082954,213047.905082954,FALSE
"2231500030#20141001T000000",315000,551049.237877426,236049.237877426,236049.237877426,FALSE
"9423400140#20140609T000000",450000,551050.570671897,101050.570671897,101050.570671897,FALSE
"8651600160#20141111T000000",799000,551051.903466369,-247948.096533631,247948.096533631,FALSE
"1223039290#20140905T000000",403950,551053.236260841,147103.236260841,147103.236260841,FALSE
"8857320070#20140917T000000",490000,551054.569055313,61054.5690553134,61054.5690553134,FALSE
"4047200695#20140618T000000",330000,551055.901849785,221055.901849785,221055.901849785,FALSE
"1653500070#20140512T000000",927000,551057.234644257,-375942.765355743,375942.765355743,FALSE
"7375300160#20150309T000000",530000,551058.567438729,21058.5674387291,21058.5674387291,FALSE
"6021501685#20150422T000000",352000,551059.900233201,199059.900233201,199059.900233201,FALSE
"8856950240#20140618T000000",322500,551061.233027673,228561.233027673,228561.233027673,FALSE
"9385200055#20140912T000000",650000,551062.565822145,-98937.4341778551,98937.4341778551,FALSE
"1678400105#20150212T000000",339000,551063.898616617,212063.898616617,212063.898616617,FALSE
"3426059070#20140909T000000",570000,551065.231411089,-18934.7685889113,18934.7685889113,FALSE
"2697100140#20150105T000000",423000,551066.564205561,128066.564205561,128066.564205561,FALSE
"625049299#20141203T000000",482000,551067.897000033,69067.8970000326,69067.8970000326,FALSE
"9808650060#20150225T000000",1300000,551069.229794505,-748930.770205495,748930.770205495,FALSE
"2944010240#20140908T000000",988000,551070.562588976,-436929.437411024,436929.437411024,FALSE
"3454000060#20140722T000000",1e+06,551071.895383448,-448928.104616552,448928.104616552,FALSE
"822079033#20150422T000000",350000,551073.22817792,201073.22817792,201073.22817792,FALSE
"8857600960#20140819T000000",205000,551074.560972392,346074.560972392,346074.560972392,FALSE
"3775300030#20141231T000000",333500,551075.893766864,217575.893766864,217575.893766864,FALSE
"1796360350#20150128T000000",255000,551077.226561336,296077.226561336,296077.226561336,FALSE
"1843100340#20150305T000000",348000,551078.559355808,203078.559355808,203078.559355808,FALSE
"2621760350#20141015T000000",325000,551079.89215028,226079.89215028,226079.89215028,FALSE
"1723049270#20150107T000000",340500,551081.224944752,210581.224944752,210581.224944752,FALSE
"2172000075#20140623T000000",290900,551082.557739224,260182.557739224,260182.557739224,FALSE
"66000070#20150406T000000",315000,551083.890533696,236083.890533696,236083.890533696,FALSE
"2625069070#20150410T000000",1385000,551085.223328168,-833914.776671832,833914.776671832,FALSE
"8562501040#20141120T000000",452000,551086.55612264,99086.5561226396,99086.5561226396,FALSE
"2475200140#20150205T000000",370000,551087.888917112,181087.888917112,181087.888917112,FALSE
"4432600075#20150128T000000",725000,551089.221711583,-173910.778288417,173910.778288417,FALSE
"9274202270#20140818T000000",625000,551090.554506055,-73909.4454939446,73909.4454939446,FALSE
"1245002952#20141015T000000",1197350,551091.887300527,-646258.112699473,646258.112699473,FALSE
"5379805885#20140521T000000",240000,551093.220094999,311093.220094999,311093.220094999,FALSE
"2827100070#20141105T000000",290000,551094.552889471,261094.552889471,261094.552889471,FALSE
"4386700135#20141114T000000",2250000,551095.885683943,-1698904.11431606,1698904.11431606,FALSE
"1432400335#20150325T000000",288000,551097.218478415,263097.218478415,263097.218478415,FALSE
"3225079035#20140618T000000",1600000,551098.551272887,-1048901.44872711,1048901.44872711,FALSE
"1521069070#20150218T000000",204000,551099.884067359,347099.884067359,347099.884067359,FALSE
"2459500310#20150218T000000",358000,551101.216861831,193101.216861831,193101.216861831,FALSE
"9485740340#20150310T000000",346900,551102.549656303,204202.549656303,204202.549656303,FALSE
"622049114#20150218T000000",2125000,551103.882450775,-1573896.11754923,1573896.11754923,FALSE
"1310900260#20141013T000000",318888,551105.215245247,232217.215245247,232217.215245247,FALSE
"1373800295#20141013T000000",1450000,551106.548039719,-898893.451960281,898893.451960281,FALSE
"3294700310#20140902T000000",261000,551107.880834191,290107.880834191,290107.880834191,FALSE
"3624079046#20141028T000000",460000,551109.213628662,91109.2136286624,91109.2136286624,FALSE
"809002765#20141022T000000",610000,551110.546423134,-58889.4535768657,58889.4535768657,FALSE
"4045500710#20141218T000000",405000,551111.879217606,146111.879217606,146111.879217606,FALSE
"5104510270#20140718T000000",338900,551113.212012078,212213.212012078,212213.212012078,FALSE
"8669160310#20141209T000000",266000,551114.54480655,285114.54480655,285114.54480655,FALSE
"2998800125#20140701T000000",730000,551115.877601022,-178884.122398978,178884.122398978,FALSE
"3620069036#20141021T000000",265000,551117.210395494,286117.210395494,286117.210395494,FALSE
"3278600240#20140722T000000",372500,551118.543189966,178618.543189966,178618.543189966,FALSE
"7846200070#20141002T000000",595000,551119.875984438,-43880.1240155621,43880.1240155621,FALSE
"8651100140#20140805T000000",1220000,551121.20877891,-668878.79122109,668878.79122109,FALSE
"3211230260#20150204T000000",399950,551122.541573382,151172.541573382,151172.541573382,FALSE
"5631500868#20150417T000000",590000,551123.874367854,-38876.1256321464,38876.1256321464,FALSE
"3904930240#20140922T000000",485000,551125.207162326,66125.2071623255,66125.2071623255,FALSE
"9485951170#20140522T000000",480000,551126.539956797,71126.5399567975,71126.5399567975,FALSE
"7199330390#20140624T000000",415000,551127.872751269,136127.872751269,136127.872751269,FALSE
"7212652180#20140701T000000",314500,551129.205545741,236629.205545741,236629.205545741,FALSE
"4140090320#20150320T000000",595000,551130.538340213,-43869.4616597868,43869.4616597868,FALSE
"7214700350#20141124T000000",521000,551131.871134685,30131.8711346852,30131.8711346852,FALSE
"5196410260#20150422T000000",1e+06,551133.203929157,-448866.796070843,448866.796070843,FALSE
"192460310#20150324T000000",269900,551134.536723629,281234.536723629,281234.536723629,FALSE
"9412200260#20141113T000000",496500,551135.869518101,54635.869518101,54635.869518101,FALSE
"6798100662#20140527T000000",312000,551137.202312573,239137.202312573,239137.202312573,FALSE
"2710600045#20140616T000000",460000,551138.535107045,91138.5351070449,91138.5351070449,FALSE
"1959701890#20140729T000000",865000,551139.867901517,-313860.132098483,313860.132098483,FALSE
"1566100400#20140924T000000",387500,551141.200695989,163641.200695989,163641.200695989,FALSE
"9133600075#20140821T000000",373000,551142.533490461,178142.533490461,178142.533490461,FALSE
"3121500340#20140712T000000",690000,551143.866284933,-138856.133715067,138856.133715067,FALSE
"7527200030#20141229T000000",7e+05,551145.199079404,-148854.800920596,148854.800920596,FALSE
"7967200060#20140908T000000",243000,551146.531873876,308146.531873876,308146.531873876,FALSE
"3670500710#20140715T000000",405500,551147.864668348,145647.864668348,145647.864668348,FALSE
"8820903380#20140728T000000",452000,551149.19746282,99149.1974628202,99149.1974628202,FALSE
"3793500550#20140808T000000",289950,551150.530257292,261200.530257292,261200.530257292,FALSE
"3530490070#20140613T000000",210000,551151.863051764,341151.863051764,341151.863051764,FALSE
"1932300075#20140910T000000",245000,551153.195846236,306153.195846236,306153.195846236,FALSE
"2525000510#20141106T000000",328000,551154.528640708,223154.528640708,223154.528640708,FALSE
"1853000510#20140509T000000",985000,551155.86143518,-433844.13856482,433844.13856482,FALSE
"1742800060#20140612T000000",501000,551157.194229652,50157.1942296518,50157.1942296518,FALSE
"731500200#20150113T000000",347500,551158.527024124,203658.527024124,203658.527024124,FALSE
"9346980140#20140820T000000",605000,551159.859818596,-53840.1401814043,53840.1401814043,FALSE
"1588600045#20141215T000000",459000,551161.192613068,92161.1926130676,92161.1926130676,FALSE
"9277200111#20140714T000000",650000,551162.52540754,-98837.4745924604,98837.4745924604,FALSE
"1563102435#20141210T000000",950000,551163.858202011,-398836.141797989,398836.141797989,FALSE
"9273200140#20150121T000000",1310000,551165.190996483,-758834.809003517,758834.809003517,FALSE
"9542300320#20150202T000000",856600,551166.523790955,-305433.476209045,305433.476209045,FALSE
"826079094#20150324T000000",330000,551167.856585427,221167.856585427,221167.856585427,FALSE
"8146100270#20150324T000000",824000,551169.189379899,-272830.810620101,272830.810620101,FALSE
"2205500575#20150209T000000",390000,551170.522174371,161170.522174371,161170.522174371,FALSE
"4040800810#20140502T000000",420000,551171.854968843,131171.854968843,131171.854968843,FALSE
"1139000069#20141118T000000",320000,551173.187763315,231173.187763315,231173.187763315,FALSE
"2423069155#20141120T000000",460000,551174.520557787,91174.5205577869,91174.5205577869,FALSE
"2329500260#20140709T000000",232500,551175.853352259,318675.853352259,318675.853352259,FALSE
"1446800511#20141009T000000",249950,551177.186146731,301227.186146731,301227.186146731,FALSE
"7940700260#20150115T000000",422120,551178.518941203,129058.518941203,129058.518941203,FALSE
"8854100350#20150107T000000",625000,551179.851735675,-73820.1482643253,73820.1482643253,FALSE
"1786640070#20140806T000000",361000,551181.184530147,190181.184530147,190181.184530147,FALSE
"4307350200#20150512T000000",347000,551182.517324619,204182.517324619,204182.517324619,FALSE
"4057300200#20141222T000000",310000,551183.85011909,241183.85011909,241183.85011909,FALSE
"8731951670#20140606T000000",270000,551185.182913562,281185.182913562,281185.182913562,FALSE
"8682262400#20140718T000000",430000,551186.515708034,121186.515708034,121186.515708034,FALSE
"6450303785#20141118T000000",320000,551187.848502506,231187.848502506,231187.848502506,FALSE
"4164100160#20140716T000000",450000,551189.181296978,101189.181296978,101189.181296978,FALSE
"1865820370#20141113T000000",166600,551190.51409145,384590.51409145,384590.51409145,FALSE
"6403310060#20140811T000000",539900,551191.846885922,11291.846885922,11291.846885922,FALSE
"2310000240#20150313T000000",275000,551193.179680394,276193.179680394,276193.179680394,FALSE
"6306400140#20140612T000000",1095000,551194.512474866,-543805.487525134,543805.487525134,FALSE
"2436701200#20140912T000000",720000,551195.845269338,-168804.154730662,168804.154730662,FALSE
"7871500070#20140603T000000",930000,551197.17806381,-378802.82193619,378802.82193619,FALSE
"3323500030#20140604T000000",1270000,551198.510858282,-718801.489141718,718801.489141718,FALSE
"1387300070#20140825T000000",374000,551199.843652754,177199.843652754,177199.843652754,FALSE
"9465910070#20140716T000000",480000,551201.176447226,71201.1764472255,71201.1764472255,FALSE
"880000189#20140811T000000",209000,551202.509241697,342202.509241697,342202.509241697,FALSE
"643500030#20141114T000000",431650,551203.842036169,119553.842036169,119553.842036169,FALSE
"3329530200#20140910T000000",205000,551205.174830641,346205.174830641,346205.174830641,FALSE
"1109000390#20150310T000000",420000,551206.507625113,131206.507625113,131206.507625113,FALSE
"6151800624#20150408T000000",288349,551207.840419585,262858.840419585,262858.840419585,FALSE
"3432500486#20140623T000000",299995,551209.173214057,251214.173214057,251214.173214057,FALSE
"5466420030#20141007T000000",253000,551210.506008529,298210.506008529,298210.506008529,FALSE
"1324079046#20150120T000000",350000,551211.838803001,201211.838803001,201211.838803001,FALSE
"4167300030#20150209T000000",260000,551213.171597473,291213.171597473,291213.171597473,FALSE
"1917300260#20141202T000000",210000,551214.504391945,341214.504391945,341214.504391945,FALSE
"5469700570#20140812T000000",469500,551215.837186417,81715.8371864167,81715.8371864167,FALSE
"421049116#20150121T000000",216000,551217.169980889,335217.169980889,335217.169980889,FALSE
"7853340860#20150310T000000",420000,551218.502775361,131218.502775361,131218.502775361,FALSE
"5559600140#20150505T000000",253000,551219.835569832,298219.835569832,298219.835569832,FALSE
"5147600105#20140721T000000",178500,551221.168364304,372721.168364304,372721.168364304,FALSE
"984000710#20141022T000000",270000,551222.501158776,281222.501158776,281222.501158776,FALSE
"1254200075#20140509T000000",460000,551223.833953248,91223.8339532483,91223.8339532483,FALSE
"2379300340#20150331T000000",321500,551225.16674772,229725.16674772,229725.16674772,FALSE
"1498302774#20140520T000000",271310,551226.499542192,279916.499542192,279916.499542192,FALSE
"7697920160#20140515T000000",245000,551227.832336664,306227.832336664,306227.832336664,FALSE
"8682231170#20150429T000000",554000,551229.165131136,-2770.83486886404,2770.83486886404,FALSE
"16000435#20150316T000000",218500,551230.497925608,332730.497925608,332730.497925608,FALSE
"2892600016#20150317T000000",197500,551231.83072008,353731.83072008,353731.83072008,FALSE
"2423020270#20140715T000000",470000,551233.163514552,81233.1635145518,81233.1635145518,FALSE
"1825079070#20150313T000000",590000,551234.496309024,-38765.5036909763,38765.5036909763,FALSE
"2024059094#20140825T000000",515000,551235.829103496,36235.8291034957,36235.8291034957,FALSE
"7613700860#20141106T000000",716500,551237.161897968,-165262.838102032,165262.838102032,FALSE
"5706200060#20140818T000000",399950,551238.494692439,151288.494692439,151288.494692439,FALSE
"809001070#20150123T000000",550000,551239.827486911,1239.82748691144,1239.82748691144,FALSE
"1607100139#20140725T000000",250000,551241.160281383,301241.160281383,301241.160281383,FALSE
"5144000036#20140527T000000",360000,551242.493075855,191242.493075855,191242.493075855,FALSE
"9368700223#20150202T000000",310000,551243.825870327,241243.825870327,241243.825870327,FALSE
"7888400560#20141002T000000",208000,551245.158664799,343245.158664799,343245.158664799,FALSE
"2473002080#20150317T000000",5e+05,551246.491459271,51246.4914592711,51246.4914592711,FALSE
"9158100116#20150406T000000",285000,551247.824253743,266247.824253743,266247.824253743,FALSE
"7227500830#20140528T000000",151000,551249.157048215,400249.157048215,400249.157048215,FALSE
"3278604400#20140602T000000",285000,551250.489842687,266250.489842687,266250.489842687,FALSE
"1788700160#20150220T000000",195000,551251.822637159,356251.822637159,356251.822637159,FALSE
"2505500030#20140703T000000",1127000,551253.155431631,-575746.844568369,575746.844568369,FALSE
"5416510060#20150306T000000",367000,551254.488226103,184254.488226103,184254.488226103,FALSE
"1509500160#20150324T000000",350900,551255.821020575,200355.821020575,200355.821020575,FALSE
"3904940200#20140620T000000",660000,551257.153815047,-108742.846184953,108742.846184953,FALSE
"751000060#20140506T000000",353000,551258.486609518,198258.486609518,198258.486609518,FALSE
"3450300240#20140515T000000",302000,551259.81940399,249259.81940399,249259.81940399,FALSE
"8062900070#20140909T000000",272000,551261.152198462,279261.152198462,279261.152198462,FALSE
"6021502830#20141110T000000",4e+05,551262.484992934,151262.484992934,151262.484992934,FALSE
"7710100083#20150204T000000",225000,551263.817787406,326263.817787406,326263.817787406,FALSE
"3320000810#20150224T000000",380000,551265.150581878,171265.150581878,171265.150581878,FALSE
"3905100520#20141029T000000",510000,551266.48337635,41266.48337635,41266.48337635,FALSE
"6332940070#20140507T000000",510000,551267.816170822,41267.8161708219,41267.8161708219,FALSE
"1775801260#20150311T000000",425000,551269.148965294,126269.148965294,126269.148965294,FALSE
"7880010060#20150406T000000",699000,551270.481759766,-147729.518240234,147729.518240234,FALSE
"6064800710#20141002T000000",315000,551271.814554238,236271.814554238,236271.814554238,FALSE
"3876200070#20150508T000000",460000,551273.14734871,91273.1473487096,91273.1473487096,FALSE
"8956000350#20140903T000000",605000,551274.480143182,-53725.5198568185,53725.5198568185,FALSE
"3334000055#20150429T000000",585000,551275.812937654,-33724.1870623465,33724.1870623465,FALSE
"7856610200#20140523T000000",902000,551277.145732125,-350722.854267875,350722.854267875,FALSE
"7011201245#20141107T000000",655000,551278.478526597,-103721.521473403,103721.521473403,FALSE
"2112700030#20141126T000000",357000,551279.811321069,194279.811321069,194279.811321069,FALSE
"8658300260#20141209T000000",361000,551281.144115541,190281.144115541,190281.144115541,FALSE
"4123400340#20141203T000000",525000,551282.476910013,26282.4769100131,26282.4769100131,FALSE
"3885804305#20140911T000000",949000,551283.809704485,-397716.190295515,397716.190295515,FALSE
"8691500990#20141212T000000",460000,551285.142498957,91285.142498957,91285.142498957,FALSE
"7852030240#20150408T000000",485500,551286.475293429,65786.475293429,65786.475293429,FALSE
"7016310030#20150219T000000",330000,551287.808087901,221287.808087901,221287.808087901,FALSE
"4401150070#20140623T000000",320000,551289.140882373,231289.140882373,231289.140882373,FALSE
"1761300310#20140827T000000",211000,551290.473676845,340290.473676845,340290.473676845,FALSE
"613400030#20141024T000000",360000,551291.806471317,191291.806471317,191291.806471317,FALSE
"6117501820#20150428T000000",435000,551293.139265789,116293.139265789,116293.139265789,FALSE
"5166700055#20150504T000000",645000,551294.47206026,-93705.5279397395,93705.5279397395,FALSE
"226059078#20150227T000000",375000,551295.804854732,176295.804854732,176295.804854732,FALSE
"8658300510#20150419T000000",410500,551297.137649204,140797.137649204,140797.137649204,FALSE
"8691300060#20141023T000000",780000,551298.470443676,-228701.529556324,228701.529556324,FALSE
"472000055#20140514T000000",546000,551299.803238148,5299.80323814822,5299.80323814822,FALSE
"2473400570#20140516T000000",317000,551301.13603262,234301.13603262,234301.13603262,FALSE
"8650000070#20140808T000000",495000,551302.468827092,56302.4688270921,56302.4688270921,FALSE
"5701800030#20140506T000000",609000,551303.801621564,-57696.198378436,57696.198378436,FALSE
"7893804340#20140724T000000",470000,551305.134416036,81305.134416036,81305.134416036,FALSE
"1822069116#20141217T000000",590000,551306.467210508,-38693.5327894922,38693.5327894922,FALSE
"5729200030#20140707T000000",747500,551307.80000498,-196192.19999502,196192.19999502,FALSE
"7893802800#20140605T000000",425000,551309.132799452,126309.132799452,126309.132799452,FALSE
"2407900200#20150409T000000",530000,551310.465593924,21310.4655939237,21310.4655939237,FALSE
"1962200036#20140819T000000",6e+05,551311.798388396,-48688.2016116044,48688.2016116044,FALSE
"7772400160#20141024T000000",279950,551313.131182867,271363.131182867,271363.131182867,FALSE
"4337000160#20150127T000000",110000,551314.463977339,441314.463977339,441314.463977339,FALSE
"4232400860#20140630T000000",1200000,551315.796771811,-648684.203228189,648684.203228189,FALSE
"573000685#20140717T000000",805000,551317.129566283,-253682.870433717,253682.870433717,FALSE
"8961990160#20150413T000000",567500,551318.462360755,-16181.5376392448,16181.5376392448,FALSE
"9477100060#20140909T000000",445950,551319.795155227,105369.795155227,105369.795155227,FALSE
"8731982190#20140618T000000",274500,551321.127949699,276821.127949699,276821.127949699,FALSE
"6300000335#20150429T000000",729953,551322.460744171,-178630.539255829,178630.539255829,FALSE
"2695600070#20140818T000000",345000,551323.793538643,206323.793538643,206323.793538643,FALSE
"6844703240#20140702T000000",1075000,551325.126333115,-523674.873666885,523674.873666885,FALSE
"3295950240#20140905T000000",303700,551326.459127587,247626.459127587,247626.459127587,FALSE
"3905000340#20140724T000000",672000,551327.791922059,-120672.208077941,120672.208077941,FALSE
"3374300070#20140623T000000",334000,551329.124716531,217329.124716531,217329.124716531,FALSE
"6117500320#20140708T000000",1131000,551330.457511003,-579669.542488997,579669.542488997,FALSE
"8681660060#20140929T000000",503000,551331.790305475,48331.7903054745,48331.7903054745,FALSE
"8078460550#20140513T000000",651000,551333.123099946,-99666.8769000536,99666.8769000536,FALSE
"98000060#20140714T000000",1062500,551334.455894418,-511165.544105582,511165.544105582,FALSE
"3298700125#20140905T000000",280000,551335.78868889,271335.78868889,271335.78868889,FALSE
"7811200310#20141216T000000",635000,551337.121483362,-83662.8785166377,83662.8785166377,FALSE
"6052401631#20150205T000000",345000,551338.454277834,206338.454277834,206338.454277834,FALSE
"5089700260#20140812T000000",283500,551339.787072306,267839.787072306,267839.787072306,FALSE
"8151601090#20140801T000000",445000,551341.119866778,106341.119866778,106341.119866778,FALSE
"7663700030#20150503T000000",1175000,551342.45266125,-623657.54733875,623657.54733875,FALSE
"6127600036#20141105T000000",799000,551343.785455722,-247656.214544278,247656.214544278,FALSE
"3500100226#20141229T000000",340895,551345.118250194,210450.118250194,210450.118250194,FALSE
"319500570#20140505T000000",780000,551346.451044666,-228653.548955334,228653.548955334,FALSE
"3751604974#20141204T000000",350000,551347.783839138,201347.783839138,201347.783839138,FALSE
"9178601000#20140730T000000",715000,551349.11663361,-163650.88336639,163650.88336639,FALSE
"6137500320#20140625T000000",1229000,551350.449428082,-677649.550571918,677649.550571918,FALSE
"2228900270#20140812T000000",215000,551351.782222553,336351.782222553,336351.782222553,FALSE
"1596600060#20150501T000000",250000,551353.115017025,301353.115017025,301353.115017025,FALSE
"3275860270#20141022T000000",755000,551354.447811497,-203645.552188503,203645.552188503,FALSE
"5457300703#20150320T000000",707500,551355.780605969,-156144.219394031,156144.219394031,FALSE
"6370000070#20140919T000000",359000,551357.113400441,192357.113400441,192357.113400441,FALSE
"5452800310#20150420T000000",1328000,551358.446194913,-776641.553805087,776641.553805087,FALSE
"952003435#20140826T000000",420000,551359.778989385,131359.778989385,131359.778989385,FALSE
"2207200520#20140929T000000",425000,551361.111783857,126361.111783857,126361.111783857,FALSE
"9264960560#20141001T000000",340000,551362.444578329,211362.444578329,211362.444578329,FALSE
"7312000240#20140623T000000",442000,551363.777372801,109363.777372801,109363.777372801,FALSE
"7787110060#20141013T000000",432900,551365.110167273,118465.110167273,118465.110167273,FALSE
"6003501535#20140828T000000",550000,551366.442961745,1366.44296174461,1366.44296174461,FALSE
"3445000274#20150513T000000",170000,551367.775756217,381367.775756217,381367.775756217,FALSE
"8016300030#20141103T000000",555000,551369.108550688,-3630.89144931152,3630.89144931152,FALSE
"2864600105#20140624T000000",819000,551370.44134516,-267629.55865484,267629.55865484,FALSE
"3425059222#20141124T000000",1300000,551371.774139632,-748628.225860368,748628.225860368,FALSE
"5253300397#20150409T000000",415000,551373.106934104,136373.106934104,136373.106934104,FALSE
"1311100520#20150414T000000",250000,551374.439728576,301374.439728576,301374.439728576,FALSE
"4458800060#20150409T000000",957500,551375.772523048,-406124.227476952,406124.227476952,FALSE
"9477000060#20150331T000000",434500,551377.10531752,116877.10531752,116877.10531752,FALSE
"7932000041#20150512T000000",602500,551378.438111992,-51121.561888008,51121.561888008,FALSE
"7853300070#20140818T000000",539950,551379.770906464,11429.770906464,11429.770906464,FALSE
"3959400135#20140602T000000",380000,551381.103700936,171381.103700936,171381.103700936,FALSE
